Territory	Language	Language (English)	Vernacular Title	English Title	Home
Papua New Guinea	Edolo	Edolo	Edolo Bible	Edolo Bible	etr
Papua New Guinea	Enga	Enga	Enga New Testament (2023 Edition)	Enga NT	enq2
Papua New Guinea	Managalasi	Ese or Managalasi	Godoni Vu'a Maiu'ina	Managalasi NT	mcq
Papua New Guinea	Ewage-Notu	Ewage-Notu	BINGA EWAMEI IESU KERISO DA JAWO DA	Ewage-Notu NT	nou
Papua New Guinea	Faiwol	Faiwol	GOT WENG ABEM Alokso Abino Kalin	Faiwol NT	fai
Papua New Guinea	Fanamaket	Fanamaket	Fanamaket Baibel	Fanamaket NT	bjp
Papua New Guinea	Fasu	Fasu	Kotimo Kawe Someaka Masane Oyapo	Fasu NT	faa
Papua New Guinea	Filifita	Filifita dialect of Mufian	BASEF BUꞋWAMI GODI	Filifita NT	aoj-filifita
Papua New Guinea	Finogen	Finongan	Ibot Tenen Man	Finongan NT+	fag
Papua New Guinea	Folopa	Folopa	Yesu Kerisoné So Whi̧ Tao Sere Kisi Fo Wisi	Folopa NT	ppo
Papua New Guinea	Fore	Fore	Fore New Testament	Fore NT	for
Papua New Guinea	Gapapaiwa	Gapapaiwa	Gapapaiwa New Testament	Gapapaiwa NT	pwg
Papua New Guinea	Ghayavi	Ghayavi	Ghayavi Mak	Ghayavi Mark	bmk
Papua New Guinea	Girawa	Girawa	Anut nukan Ämän Eposek	Girawa NT	bbr
Papua New Guinea	Girawa	Girawa	Anut nukan Ämän Eposek	New Testament in Girawa	bbr2013
Papua New Guinea	Gizrra	Gizrra	Godón Buk	Gizrra Bible	tof
Papua New Guinea	Golin	Golin	Golin New Testament	Golin NT	gvf
Papua New Guinea	Guhu-Samane	Guhu-Samane	PORO TONGO USAQE	Guhu-Samane NT	ghs
Papua New Guinea	Gumawana	Gumawana	Buki Kimaasabaina	Gumawana Bible	gvs
Papua New Guinea	Gwahatike	Gwahatike	Al Kuruŋyen Mere Igiŋ	Gwahatike NT	dah
Papua New Guinea	Halia	Halia	U BULUNGANA U NIGA	Halia NT	hla
Papua New Guinea	Hanga Hundi	Hanga Hundi	Godna Hundi	Hanga Hundi Bible	wos
Papua New Guinea	Haruai	Haruai	MÖNÖ KÖMÖ	Haruai NT	tmd
Papua New Guinea	Huli	Huli	Habo nalolene bi gahenge lo winigo ogo	Huli Bible	hui
Papua New Guinea	Ubuvala	Iamalele	YAUBADA YANA VONA'AWAUFAUFA 'IVAUNA	Ubuvala (Iamalele) NT	yml
Papua New Guinea	Ngepma Kwundi	Iatmul	GOD WAA NYAAGƗT	Iatmul NT	ian
Papua New Guinea	Iduna	Iduna	YAUBADA BONANA VEYAO IVAGUNA Bona Iduna	Iduna NT	viv
Papua New Guinea	Imbo Ungu	Imbo Ungu	UNGU TUKUMEMU	Imbo Ungu NT	imo
Papua New Guinea	Inoke-Yate	Inoke-Yate	Anumaya Koti'a Saufa Lami'nea Ke	Inoke-Yate NT	ino
Papua New Guinea	Inoke-Yate	Inoke-Yate	Anumaya Kotiꞌa Saufa Lamiꞌnea Ke	New Testament in Inoke-Yate	ino2013
Papua New Guinea	Ipili	Ipili	IPILI NUTESAMENE	Ipili Bible	ipi
Papua New Guinea	Iwal	Iwal	YISU KILISI ANE BINGE VIE GIENGK IWAL AVOS	Iwal NT	kbm
Papua New Guinea	Sepik Iwam	Iwam, Sepik	Yai Wɨn Kɨbiya	Sepik Iwam NT	iws
Papua New Guinea	Iyo	Iyo	Iyo New Testament	Iyo NT	nca
Papua New Guinea	Kakabai	Kakabai	Giu visuvisuna	Kakabai Bible portions	kqf
Papua New Guinea	Kalam	Kalam	Kalam Baybol Buk Gor minim nuk kisin angayak	Kalam NT	kmh
Papua New Guinea	Kaluli	Kaluli	Godeya꞉ To Nafayo꞉ We	Kaluli Bible portions	bco
Papua New Guinea	Kamano-Kafe	Kamano	Anumzamofo Ruotage Avontafere	Kamano-Kafe Bible	kbq
Papua New Guinea	Kamasau	Kamasau	Yumbui Ningg Wand Yuwon Ye	Kamasau NT	kms
Papua New Guinea	Kamula	Kamula	Ka꞉dle Yu	Kamula Bible	xla
Papua New Guinea	Kanasi	Kanasi	Ina Sanaa Gagalowa	Kanasi NT	soq
Papua New Guinea	Kandas	Kandas	Buk Baibel long tokples Kandas	Kandas NT	kqw
Papua New Guinea	Kandawo	Kandawo	Jisas Kandjiyebe Wopake	Kandawo NT	gam
Papua New Guinea	Kaninuwa	Kaninuwa	Buk Baibel long Kaninuwa	Kaninuwa Bible	wat
Papua New Guinea	Kanite	Kanite	Anumayamo'a Haegafa Alino Hagelafilatenea Kea	Kanite NT	kmu
Papua New Guinea	Kanite	Kanite	Anumayamoa Haegafa Alino Hagelafilatenea Kea	Lubuagan Kalinga NT	knb
Papua New Guinea	Kapin	Kapin	Kapin	Kapin Bible	tbx
Papua New Guinea	Kara	Kara	Kara New Testament	Kara NT	leu
Papua New Guinea	Karkar-Yuri	Karkar-Yuri	Kwaromp Kwapwe Kare Kar	Karkar-Yuri NT	yuj
Papua New Guinea	Kasua	Kasua	Kokolo Kao Tesene Solo	Kasua NT	khs
Papua New Guinea	Kâte	Kate	Kâte Bible	Kâte NT	kmg
Papua New Guinea	Kuanua or Tinata Tuna or Tolai	Kauana	A BUK TABU A MAULANA KUNUBU ma A KALAMANA KUNUBU	Kauana Bible	ksd
Papua New Guinea	Kalo (Keapara)	Keapara	VEKAPAWAI VALIGUNA	Keapara Kalo NT	khz
Papua New Guinea	Kein	Kein	Uwait nugau Ze Naliu	Kein NT	bmh
Papua New Guinea	Keyagana	Keyagana	Saufa Kotalake Gemae	Keyagana Bible	kyg
Papua New Guinea	Kiriwina	Kilivila	Buki Pilabumaboma Kabutubogwa Deli Kabutuvau	Kilivila: Buki Pilabumaboma Kabutubogwa Deli Kabutuvau Bible	kij
Papua New Guinea	Kire	Kire	Fhe Bakɨmen Kaman Kameŋ	Kire NT	geb
Papua New Guinea	Kope	Kiwai, Northeast	Pai meai Ruka-ro iꞌati emerai-ka	Kope Luke	kiw
Papua New Guinea	Kobon	Kobon	Manö Kamɨŋ	Kobon NT	kpw
Papua New Guinea	Mountain Koiali	Koiali, Mountain	Buka Tumute	Mountain Koiali NT	kpx
Papua New Guinea	Komba	Komba	SIŊGI ÂLIP EKAP	Komba NT	kpf
Papua New Guinea	Kombio Wampukuamp	Kombio	Kombio Wampukuamp Bible Portions	Kombio Wampukuamp Bible	xbi-w
Papua New Guinea	Kombio Yanimoi	Kombio	Kombio Yanimoi Bible Portions	Kombio Yanimoi Bible	xbi-y
Papua New Guinea	Konai	Konai	Konai	Konai NT	kxw
Papua New Guinea	Korafe-Yegha	Korafe	God Da Geka Seka	Korafe NT+Psalms	kpr
Papua New Guinea	Kosena	Kosena	aúná-aimba simái tarúmakain-kwasai	Kosena NT	kze
Papua New Guinea	Mongi	Kube	SISIPAC AC ɊELIA	Kube NT+Psalms	kgf
Papua New Guinea	Kuman	Kuman	YESUS KAMO WAKAI	Kuman NT	kue
Papua New Guinea	Kuni-Boazi	Kuni-Boazi	Mbumbukiam-qa Manqat Mbomambaqape	Kuni-Boazi Bible	kvg
Papua New Guinea	Kunimaipa	Kunimaipa	Baiñetinavoz Tep Tokatit	Kunimaipa NT	kup
Papua New Guinea	Kuot	Kuot	Bais Ula Mumuru Aime Iesu	Kuot NT	kto
Papua New Guinea	Kurti	Kurti	Kurti Baibel	Kurti Scripture Portions	ktm
Papua New Guinea	Kwanga	Kwanga	Kwanga New Testament	Kwanga NT	kwj
Papua New Guinea	Washkuk	Kwoma	GOD RIITI MAJI KEPI	Washkuk NT	kmo
Papua New Guinea	Glefe	Kwomtari	Oofulilu Na	Kwomtari (Glefe) Bible	kwo
Papua New Guinea	Kyaka Eŋa	Kyaka Enga	BUKU BAEPOLE	Kyaka Enga Bible	kyc
Papua New Guinea	Kyenele	Kyenele	Mak - Kiañiŋ Balaŋ	Kyenele Mark	kql
Papua New Guinea	Label	Label	Label Buk Baibel	Label NT	lbb
Papua New Guinea	Nara	Lala	Luva'ana'i Namana Makamakana	Nara NT	nrz
Papua New Guinea	Nomad	Lavatbura-Lamusong	Nomad New Testament Portions	Nomad NT	lbv
Papua New Guinea	Lote	Lote	Tomunga Hel Heueu Ngana	Lote Bible	uvl
Papua New Guinea	Madak	Madak	Lenavolo Lovoang Kaala Maxat La Sam	Madak NT+Psalms	mmx
Papua New Guinea	Maiadomu	Maiadomu	Maiadomu Malika	Maiadomu Mark	mzz
Papua New Guinea	Maiwa	Maiwa	GAE  MATAIWA	Maiwa NT	mti
Papua New Guinea	Hotê-Malê	Malei-Hote	Wapômbêŋ Anêŋ Abô Matheŋ	Malei-Hote NT	hot
Papua New Guinea	Manam	Manam	Testamen Oauoau	Manam NT	mva
Papua New Guinea	Manambu	Manambu	Nupela Testamen long Manambu	Manabu NT	mle
Papua New Guinea	Mandara	Mandara	Mi Namani Tino	Mandara Bible	tbf
Papua New Guinea	Mangseng	Mangseng	God Ile Riong Kinnga Ponganga nge Mangsengre Okei	Mangseng NT	mbh
Papua New Guinea	Mape	Mape	Maŋkekerisiere Biŋe Quraŋ Jojofo Gariine	Mape NT	mlh
Papua New Guinea	Marik	Marik	Mata Ifenẽya Nẽ Od	Marik NT	dad
Papua New Guinea	Mato	Mato	Urana Xuana	Mato Bible	met
Papua New Guinea	Mauwake	Mauwake	YEESUS OPOR ELIWA	Mauwake NT	mhl
Papua New Guinea	Mbula	Mbula	Anutu Sua Kini Potomaxana	Mbula Bible	mna
Papua New Guinea	Mekeo	Mekeo	Mauni Mamaga Iifaga	Mekeo NT	mek
Papua New Guinea	Tok Pisin	Melanesian Pidgin	Buk Baibel long Tok Pisin	Tok Pisin Bible	tpiOTNT
Papua New Guinea	Tok Pisin	Melanesian Pidgin	Buk Baibel long Tok Pisin	Tok Pisin Bible with Deuterocanon	tpi
Papua New Guinea	Melpa	Melpa	Got Nga Nambuha Ik Kai	Melpa NT	med
Papua New Guinea	Mende	Mende	Mashi Avui Wasilakahi	Mende NT	sim
Papua New Guinea	Mengen	Mengen	Piunga Ba Bonga A Pau	Mengen NT	mee
Papua New Guinea	Menya	Menya	Goti Hanjuwä Iqueqä Kukŋui	Menya NT	mcr
Papua New Guinea	Meramera	Meramera	Laulau na Vinalu mine Salemo	Meramera NT	mxm
Papua New Guinea	Mian Weng	Mian	Gode Dowan Wengobe	Mian NT	mpt
Papua New Guinea	Migabac	Migabac	Migabac Bible Portions	Migabac Bible	mpp
Papua New Guinea	Minaveha	Minaveha	Awaeha Vovouna Minaveha Movia	Minaveha NT	mvn
Papua New Guinea	Miniafia	Miniafia	TUR GEWASIN O BAIBASIT BOUBUN	Minaifia NT	aai
Papua New Guinea	Minimib	Minimib dialect of Kalam	MƗNƗM KOMIŊ	Minimib NT	kmh-m
Papua New Guinea	Misima-Paneati	Misima-Paneati	Bateli Vavaluna	Misima-Paneati Bible	mpx
Papua New Guinea	Molima	Molima	Molima New Testament	Molima NT	mox
Papua New Guinea	Motu	Motu	Buk Baibel long tokples Motu	Motu Bible	meu
Papua New Guinea	Hiri Motu	Motu, Hiri	Buka Helaga	Hiri Motu Bible	hmo
Papua New Guinea	Mufian	Mufian	Basef Buꞌwafi Godi	Mufian NT	aoj
Papua New Guinea	Mum	Mum	Kuyu Avi Matyu Yɨhimbɨvɨrami	Mum NT Portions	kqa
Papua New Guinea	Mussau-Emira	Mussau-Emira	Mussau-Emira Bible	Mussau-Emira Bible	emi
Papua New Guinea	Saveeng	Mutu	Maaron Saveeŋ Toni Patabuaŋ	Saveeng Oov Bible	tuc-o
Papua New Guinea	Saveeng	Mutu	Maaron Saveeŋ Tooni Patabuyaaŋ	Saveeng Tuam Bible	tuc-t
Papua New Guinea	Muyuw	Muyuw	KALEIWAG KWEIVAW	Muyuw NT	myw
Papua New Guinea	Naasioi	Naasioi	Kara Naroong-anta Nerakung Kongarana'	Naasioi NT	nas
Papua New Guinea	Nabak	Nabak	Kawawaŋgalen Tâtâ Alakŋaŋ	Nabak NT	naf
Papua New Guinea	Nakanai	Nakanai	Nakanai New Testament	Nakanai NT	nak
Papua New Guinea	Nali	Nali	Nongan Hiyan	Nali Bible	nss
Papua New Guinea	Nalik	Nalik	A Dorang Daxa Zin Nakmai	Nalik NT	nal
Papua New Guinea	Namiai (Barai)	Namiae	Godon Vuak Ma Ijin	Namiai NT	nvm
Papua New Guinea	Nehan	Nehan	Nehan New Testament	Nehan NT	nsn
Papua New Guinea	Nek	Nek	Nek Bible	Nek NT	nif
Papua New Guinea	Nend	Nend	MAK Yakŋ Ohɨrand Ya Imbɨr Makɨv Mpamar	Mark in Nend	anh
Papua New Guinea	Nii	Nii	Gos Nge Ek Ka Ei Sinim Kin Ngołum	Nii NT	nii
Papua New Guinea	Saisai	Nimoa	Metiu ge Efeso	Saisai Matthew + Ephesians	nmws
Papua New Guinea	Nobonob	Nobonob	KAYAKNU NAI Tituanak Bau	Nobnob NT	gaw
Papua New Guinea	Arau	North Tairora	Isuva Soqe Uva Kuama	North Tairora Arau Bible	tbg-a
Papua New Guinea	Notsi	Notsi	Inesaait Mamainaang Laa Sin Notsi	Notsi NT	ncf
Papua New Guinea	Nukna	Nukna	Miti yan Papia	Nukna Bible	klt
Papua New Guinea	Nukumanu	Nukumanu	Nukumanu	Nukumanu NT	nuq
Papua New Guinea	Numaŋgaŋ	Numanggang	Bepaŋ'Walaŋ Folofolok Kobuli	Numanggang Bible	nop
Papua New Guinea	Nyindrou	Nyindrou	Sahou ta Kindrei	Nyndrou NT + OT portions	lid
Papua New Guinea	Odoodee	Odoodee	Godeeyo To Tekepo	Odoodee partial NT	kkc
Papua New Guinea	Ogea	Ogea	ITOU NOMO HILOU BEELE	Ogea NT	eri
Papua New Guinea	Oksapmin	Oksapmin	Got orhe meng brak ban	Oksapmin NT	opm
Papua New Guinea	Olo	Olo	Il Teingipe Ma Ili Topwepe Lapiri Lirouku	Olo NT	ong
Papua New Guinea	Ömie	Omie	God-are Jögoru I'oho	Omie NT	aom
Papua New Guinea	Veqaura	Omwunra-Toqura or South Tairora	Veqaura Baibel	South Tairora Veqaura NT	omw-v
Papua New Guinea	Ono	Ono	Waom Yesu Wane Sigi Maep Don	Ono NT	ons
Papua New Guinea	Orokaiva Ehija	Orokaiva	God Ta Duru Javotoho	Orokaiva Ehija NT	okvh
Papua New Guinea	Orokaiva	Orokaiva	God Ta Duru Javotoho	Orokaiva Etija NT	okv
Papua New Guinea	Patep	Patep	Yesu Xolac	Patep NT	ptp
Papua New Guinea	Hinsaal	Patpatar	No Tahut na Hinhinawas	Hinsaal NT	gfkh
Papua New Guinea	Patpatar	Patpatar	No Sigar Kunubus tika ma Ira Ninge na Lotu	Patpatar NT and Psalms	gfk
Papua New Guinea	Sokarek	Patpatar	No Tahut na Hininaawas	Sokarek NT	gfks
Papua New Guinea	Pele-Ata	Pele-Ata	Vaikala Noxou Lataua	Ata Bible	ata
Papua New Guinea	Qaqet	Qaqet	A SLURLKA AA LANGINKA AMA IAMESKA	Qaqet Bible	byx
Papua New Guinea	Ramoaaina	Ramoaaina	BUK TAABU MATAKIN + TURPAAINA	Ramoaaina NT+	rai
Papua New Guinea	Karo (Rawa)	Rawa	Anutlo Sumange Mande Keda	Rawa Karo NT	rwo-karo
Papua New Guinea	Rawa (Rawa)	Rawa	ANUTRO MANDE KETA	Rawa NT	rwo-rawa
Papua New Guinea	Rotokas	Rotokas	AIREPA VAE REO OVOI	Rotokas NT	roo
Papua New Guinea	Ampeeli-Wojokeso	Safeyoka	Mpohwoe Hungkuno Songofoho	Ampeeli-Wojokeso NT+Genesis	apz
Papua New Guinea	Saliba	Saliba	Yaubada wasana: Buka Hauhauna tupwana	Saliba NT	sbe
Papua New Guinea	Salt-Yui	Salt-Yui	Salt-Yui New Testament	Salt-Yui NT	sll
Papua New Guinea	Songumsam	Sam	Xotei ido Sam Mak ana Inggrengalox	Sam Mark	snx
Papua New Guinea	Saniyo-Hiyewe	Saniyo-Hiyewe	Owane Sitewi lo Peri Teꞌe Naneiyei Heꞌi	Saniyo-Hiyewe NT	sny
Papua New Guinea	Saposa	Saposa	U VURUNGAN ROF FOUN TEN GOV NANE JISAS KRAIS	Saposa NT	sps
Papua New Guinea	Seimat	Seimat	KAKAI HAEU	Seimat NT	ssg
Papua New Guinea	Selepet	Selepet	Yeshuât Den Pat Âlepŋe	Selepet NT	spl
Papua New Guinea	Sembeleke	Sembeleke	Sembeleke	Sembeleke Bible	ssx
Papua New Guinea	Siane	Siane	Gotiki olu kutifi ledami ka kofawa	Siane Komongu NT	snp
Papua New Guinea	Siane-Lambau	Siane	Goti Ukuwala Hala	Siane Lambau NT	snp-lambau
Papua New Guinea	Sinaugoro	Sinaugoro	GINITAḠO VARIḠUNA	Sinaugoro NT	snc
Papua New Guinea	Sio	Sio	MARO KINDENI KAWA ŊGUA	Sio NT + Psalms	xsi
Papua New Guinea	Siroi	Siroi	KUATE TUKU PASA	Siroi Bible	ssd
Papua New Guinea	Somau Karia	Somau Karia	Xoiteupo Kuna	Somau Karia NT	six
Papua New Guinea	Burum-Mindik or Somba-Siawari	Somba-Siawari or Burum-Mindik	Burum-Mindik Bible	Somba-Siawari Bible	bmu
Papua New Guinea	Sob Dora	Sop	Profet Yonab Budi / Dora Nama Lukde Feiaga	Sop Jonah and Luke	urw
Papua New Guinea	Omwunra Toqura	South Tairora	Aatasara Ioni + Maaki	South Tairora Aatasara John & Mark	omw-a
Papua New Guinea	Suau	Suau	RIBA HARIHARIUNA	Suau Bible	swp
Papua New Guinea	Sudest	Sudest	Toto Thovuye Loi Ghalɨŋae	Sudest Bible Portions	tgo
Papua New Guinea	Suena	Suena	TUA YESU KRISTORA OZIGA EWANANA	Suena NT	sue
Papua New Guinea	Sulka	Sulka	E Nut Ka Meer Mang Ka Mokpom To A Gunngar	Sulka NT	sua
Papua New Guinea	Sursurunga	Sursurunga	Hutngin kamkabat si Káláu	Sursurunga NT	sgz
Papua New Guinea	Tabo (Aramia)	Tabo	GODOKONO HIDO TABO	Tabo Aramia NT	knv-aramia
Papua New Guinea	Tabo (Fly River)	Tabo	GODOKONO WADE TABO	Tabo Fly River NT	knv-fly_river
Papua New Guinea	Tay	Tai	Jisas Klays Takaw Teplep Ne	Tai NT	taw
Papua New Guinea	Tairora	Tairora	Kotira Uva	North Tairora	tbg
Papua New Guinea	Omwunra-Toqura (South Tairora)	Tairora, South	QARAAKYA QUA TIMWATORA	South Tairora NT	omw
Papua New Guinea	Takia	Takia	Anut san bilaluŋ foun	Takia NT	tbc
Papua New Guinea	Takuu	Takuu	Na Taratara TeAtua i naa taratara Takuu	Takuu NT	nho
Papua New Guinea	Taupota	Taupota	Taupota Mark	Taupota Mark	tpa
Papua New Guinea	Tawala	Tawala	YAUBADA A WOGATALA WOUNA	Tawala NT	tbo
Papua New Guinea	Telefol Weng	Telefol	GOD IMI WENG	Telefol NT	tlf
Papua New Guinea	Tifal	Tifal	God Ami Alokso Weng	Tifal NT	tif
Papua New Guinea	Timbe	Timbe	Yusugât Pat Âlep Den	Timbe NT	tim
Papua New Guinea	Vasui (Tinputz)	Tinputz	SOE A TOꞌTOꞌ	Tinputz Vasui NT	tpz
Papua New Guinea	Tuma-Irumu	Tuma-Irumu	Tuma-Irumu	Tuma-Irumu Bible	iou
Papua New Guinea	Tungag	Tungag	AKUS RO NA PALATUNG TANGINANG ANI IESU KARISTO	Tungag Bible	lcm
Papua New Guinea	Uare	Uare	Buka Zaḡoḡa Ḡoitore Iziga	Uare NT	ksj
Papua New Guinea	Ubir	Ubir	God An Dura Bobaibasit Boboun	Ubir Bible	ubr
Papua New Guinea	Umanakaina	Umanakaina	IYA YONAI	Umanakaina NT	gdn
Papua New Guinea	Umbu-Ungu Andelale	Umbu-Ungu	PULU YEMONGA UNGU KONDEMO	Umbu-Ungu Andelale NT	ubu-andelale
Papua New Guinea	Umbu-Ungu Kala	Umbu-Ungu	PULU YEMONGA UNGU KONDEMO	Umbu-Ungu Kala NT	ubu-kala
Papua New Guinea	Umbu-Ungu No Penge	Umbu-Ungu	PULU YEMONGA UNGU KONDEMO	Umbu-Ungu No Penge NT	ubu-nopenge
Papua New Guinea	Ura	Ura	Ama Iaräs Na Ngät Ama Rharesbane	Ura NT	uro
Papua New Guinea	Urat	Urat	Wusyep Bwore tikin Got	Urat New Testament	urt
Papua New Guinea	Urii	Uri	ANUTUNING MIDI TOTANGAKA INGA'NI	Urii NT	uvh
Papua New Guinea	Urim	Urim	Kla Weten A Maur Wailen Lam	Urim NT	urim
Papua New Guinea	Urim	Urim	Urim-Kalpm	Urim: Wurkapm a Maur Wailen Portions	uri
Papua New Guinea	Usan	Usan	Qenu Qob Uber	Usan NT	wnu
Papua New Guinea	Usarufa	Usarufa	aúgen-anona-anon-aimma	Usarufa Bible	usa
Papua New Guinea	Pole Vitu	Vitu	Kalohua Kemi ke Iesus na Polea Vitu	Vitu NT	wiv
Papua New Guinea	Waffa	Waffa	Karaasa Yeena Rau Kioo Kuaivovee	Waffa NT	waj
Papua New Guinea	Wagi	Wagi	Wagi	Wagi Luke	fad
Papua New Guinea	Waima	Waima	'Abi'uai Apa'uana Mahamahana	Waima NT	rro
Papua New Guinea	Wantoat	Wantoat	Anututane Wam Kwikwiu Kayuk Kaknga Jesu Kraisda Takepbut Taknga Anin gatu Sam Kuupbam Lotutane Kap Taknga	Wantoat NT	wnc
Papua New Guinea	Walsa/Waris	Waris	Sesoana Besal Nemelmoa Walsana Moana	Waris Bible	wrs
Papua New Guinea	Feni	Warwar Feni	Konona Sunwar lo Yesus Kristus	Feni NT	hrw
Papua New Guinea	Waskia	Waskia	KAEM KO DEN	Waskia Bible	wsk
Papua New Guinea	Wedau	Wedau	Wedau Mark	Wedau Mark	wed
Papua New Guinea	Topura (Wedau)	Wedau	Topura (Wedau) Mark	Wedau Topura Mark	wed-topura
Papua New Guinea	Weri	Weri	NGÖNËN PEPEWER	Weri NT	wer
Papua New Guinea	West Kewa	West Kewa	Gotena Epe Agaa	West Kewa Bible	kew
Papua New Guinea	Wipi	Wipi	Wipi Yɨt God ma Yɨna Sisɨl Yɨna Peba	Wipi NT	gdr
Papua New Guinea	Witu	Wiru	Weneya Totono Keraisu Yesunomo	Witu NT	wiu
Papua New Guinea	Ambulas (Wosera)	Wosera-Kamu dialect of Ambulas	Gotna Kundi	Ambulas Wosera NT	abt-wosera
Papua New Guinea	Wuvalu-Aua	Wuvalu-Aua	Wuvulu Manufau Fi'ugaia	Wuvalu-Aua NT	wuv
Papua New Guinea	Jabem	Yabem	BIBOLO DABUŊ	Yabem Bible	jae
Papua New Guinea	Yalë	Yale	Ëhwati Gali	Portions of the Holy Bible in the Yalë language of Papua New Guinea	nce
Papua New Guinea	Yamap	Yamap	Yamap	Yamap NT+	ymp
Papua New Guinea	Yareba	Yareba	Yareba Nupela Testamen	Yareba NT	yrb
Papua New Guinea	Yau	Yau	Fat Mata ogepma	Yau NT	yuw
Papua New Guinea	Yaweyuha	Yaweyuha	Yaweyuha New Testament	Yaweyuha NT	yby
Papua New Guinea	Yele Rossel	Yele	NMÎ MÎ U KÓPU DYUU	Rossel NT	yle
Papua New Guinea	Yessan-Mayo (Yamano)	Yessan-Mayo	God Reri Teiktem Tuma Ager	Yessan-Mayo Yamano NT	yss-yamano
Papua New Guinea	Yawu (Yessan-Mayo)	Yessan-Mayo	GOD ETER AGERKE NAMDERASEM TUMA YENBO	Yessan-Mayo Yawu NT	yss-yawu
Papua New Guinea	Yipma/Wagamwa	Yipma	Selected Scriptures in Yipma/Wagamwa	Yipma Wagamwa NT	byr-w
Papua New Guinea	Yongkom	Yongkom	Buk Baibel long tokples Yongkom	Yongkom NT + partial OT	yon
Papua New Guinea	Yopno	Yopno	PIŊKOP GEN	Yopno NT & Psalms	yut
Papua New Guinea	Zia	Zia	TUWA YESU KRISTORA BOWI IWAING	Zia NT	zia
Papua New Guinea	'Auhelawa	’Auhelawa	Yaubada Yana Walo Yemidi Vauvauna	’Auhelawa: Yaubada Yana Walo Yemidi Vauvauna New Testament	kud2014
Paraguay	Maka	Maka	INTATA ȽE'ȽIJEI	Maka NT	mca
Peru	Achuar-shiwiar	Achuar-shiwiar	Achuar Peru: Yuse Chichame Aarmauri	Achuar-shiwiar Bible	acuNT
Peru	Aguaruna	Aguaruna	Awajún [Aguaruna]	Aguaruna Bible	agr
Peru	Ajyíninka Apurucayali	Ajyíninka Apurucayali	KAMIITHARI ÑAANTSI	Ajyíninka Apurucayali NT	cpcNT
Peru	Amarakaeri	Amarakaeri	Jesucristo oy oa’pak: Kenda Jesucristoa; monigka’uyatenok; Diostaj mo’manopo’yarea’ika’ne	New Testament in Amarakaeri (PE:amr:Amarakaeri)	amrNT
Peru	Arabela	Arabela	Quiarinio pueyaso rupaa pa jiyaniijia Jesucristojiniji pueyano rupaajinia	Arabela NT	arlNT
Peru	Asháninka	Asháninka	Irineane tasorentsi oquenquetsatacotaqueri Avincatsarite Jesoquirishito	Asháninka NT	cniNT
Peru	Ashéninka Pajonal	Ashéninka Pajonal	Iwaperite tajorentsi ikenkithatakoetziri awinkatharite Jesokirishito: owakirari inimotakiri tajorentsi	Ashéninka Pajonal NT	cjoNT
Peru	Ashéninka Perené	Ashéninka Perené	Ashéninka Perené	Ashéninka Perené: Ashéninka Perené (New Testament+)	prq
Peru	Ashéninka, Pichis	Ashéninka, Pichis	KAMEETHARI ÑAANTSI: Iñaaventaitzirira Avinkatharite Jesucristo	Pichis Ashéninka NT	cpuNT
Peru	Ashéninka Ucayali del Sur	Ashéninka, South Ucayali	Las Escrituras en Ashéninka Ucayali del Sur del Perú	South Ucayali Ashéninka Bible	cpy
Peru	Ashéninka, Ucayali-yurúa	Ashéninka, Ucayali-yurúa	Kameethari Ñaantsi: ikenkitha-takoitziri awinkatharite Jesucristo; Owakerari aapatziya-wakagaantsi	Ucayali-yurúa Ashéninka NT	cpbNT
Peru	Bora	Bora	Píívyéébé ihjyu: jetsocríjyodítyú cáátúnuháámɨ	Bora NT	boaNT
Peru	Candoshi-Shapra	Candoshi-Shapra	Candoshi-Shapra	Candoshi-Shapra NT	cbuNT
Peru	Capanahua	Capanahua	Noquen hihbaan joi	Capanahua NT	kaqNT
Peru	Caquinte	Caquinte	Iroaquerari Itioncacaantaqueca Aapani Irioshi: Tsavetacoquerica Amajirote Jesoquirishito	New Testament in Caquinte (PE:cot:Caquinte)	cotNT
Peru	Cashibo-Cacataibo	Cashibo-Cacataibo	Nukën 'Ibu Diosan ain unikama 'inan ain bana	Cashibo-Cacataibo NT	cbrNT
Peru	Chayahuita	Chayahuita	Yosë nanamën	Chayahuita NT	cbtNTpo
Peru	Huambisa	Huambisa	Yuusa chichame yaunchukia tura yamaram chichamjai aarmau	Huambisa NT	hubNT
Peru	Huitoto, Murui	Huitoto, Murui	Jusiñamui uai: Jusiñamui jito rafue illa rabenico	Murui Huitoto	huuNT
Peru	Kashinawa	Kashinawa	Diosun Jesúswen taexun yuba bena yiniki	Kashinawa NT	cbsNT
Peru	Machiguenga	Machiguenga	Iriniane Tasorintsi	Machiguenga NT	mcbNT
Peru	Matsés	Matsés	Esuquidistu Chuiquin Tantiamete	Matsés NT	mcfNT
Peru	Nomatsiguenga	Nomatsiguenga	Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito	Nomatsiguenga NT	notNT
Peru	Quechua, Ambo-Pasco	Quechua, Ambo-Pasco	Quechua, Ambo-Pasco (Mushog)	Ambo-Pascq Quechua NT	qva
Peru	Quechua, Cajamarca	Quechua, Cajamarca	Mushuq Tistamintu	Cajamarca Quechua NT	qvcNT
